timestamp,model,prompt_version,category,test_case,input_text,expected_output,actual_output,success,latency_ms,error
2026-01-30T14:30:41.343766,claude-haiku-4-5-20251001,v2_simple,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,782.6120853424072,
2026-01-30T14:30:53.159241,gemini-2.5-pro,v1_detailed,conforming,Simple day,Monday,Monday,Monday,True,11267.661809921265,
2026-01-30T14:31:00.305901,gemini-2.5-pro,v1_detailed,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,6597.834825515747,
2026-01-30T14:31:12.854262,gemini-2.5-pro,v1_detailed,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,11999.652862548828,
2026-01-30T14:31:24.996896,gemini-2.5-pro,v1_detailed,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am - 1:00 pm,False,11593.942642211914,
2026-01-30T14:31:39.601124,gemini-2.5-pro,v1_detailed,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,14055.579900741577,
2026-01-30T14:31:58.282568,gemini-2.5-pro,v1_detailed,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,18132.927417755127,
2026-01-30T14:32:06.678056,gemini-2.5-pro,v1_detailed,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,7846.336603164673,
2026-01-30T14:32:11.231412,gemini-2.5-pro,v1_detailed,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,4004.528760910034,
2026-01-30T14:32:22.498240,gemini-2.5-pro,v1_detailed,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,10717.805862426758,
2026-01-30T14:32:34.497008,gemini-2.5-pro,v1_detailed,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,11450.148582458496,
2026-01-30T14:32:54.113972,gemini-2.5-pro,v1_detailed,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 26 - Mar 20 26,False,19068.177938461304,
2026-01-30T14:34:02.298549,gemini-2.5-pro,v1_detailed,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 24 after 2:00 pm,False,67635.79607009888,
2026-01-30T14:34:11.899098,gemini-2.5-pro,v1_detailed,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday after 5:00 pm, Friday after 5:00 pm",False,9051.877975463867,
2026-01-30T14:34:20.142262,gemini-2.5-pro,v1_detailed,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,7697.254657745361,
2026-01-30T14:34:37.189255,gemini-2.5-pro,v1_detailed,edge,Empty input,,NO IDEA,NO IDEA,True,16500.468015670776,
2026-01-30T14:34:47.685055,gemini-2.5-pro,v1_detailed,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,9947.072982788086,
2026-01-30T14:35:16.592592,gemini-2.5-pro,v1_detailed,edge,Uncertain language,maybe tuesday?,Tuesday,Tuesday,True,28358.977556228638,
2026-01-30T14:36:00.284769,gemini-2.5-pro,v1_detailed,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,43143.50461959839,
2026-01-30T14:36:08.410988,gemini-2.5-pro,v2_simple,conforming,Simple day,Monday,Monday,Monday,True,7579.380750656128,
2026-01-30T14:36:17.186733,gemini-2.5-pro,v2_simple,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,8227.135181427002,
2026-01-30T14:36:25.367028,gemini-2.5-pro,v2_simple,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,7634.559392929077,
2026-01-30T14:36:37.789953,gemini-2.5-pro,v2_simple,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30am-1:00pm,False,11874.330043792725,
2026-01-30T14:36:44.571738,gemini-2.5-pro,v2_simple,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,6235.666990280151,
2026-01-30T14:36:53.908002,gemini-2.5-pro,v2_simple,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,8787.661075592041,
2026-01-30T14:37:06.607194,gemini-2.5-pro,v2_simple,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,12152.603149414062,
2026-01-30T14:37:13.311892,gemini-2.5-pro,v2_simple,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,6156.081438064575,
2026-01-30T14:37:20.669457,gemini-2.5-pro,v2_simple,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,6811.4378452301025,
2026-01-30T14:37:30.560663,gemini-2.5-pro,v2_simple,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,9342.665910720825,
2026-01-30T14:37:37.949682,gemini-2.5-pro,v2_simple,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,6840.562105178833,
2026-01-30T14:37:50.351599,gemini-2.5-pro,v2_simple,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,11856.282711029053,
2026-01-30T14:37:59.916820,gemini-2.5-pro,v2_simple,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday after 5:00 pm, Friday after 5:00 pm",False,9016.578674316406,
2026-01-30T14:38:10.185339,gemini-2.5-pro,v2_simple,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,9719.845294952393,
2026-01-30T14:38:28.984024,gemini-2.5-pro,v2_simple,edge,Empty input,,NO IDEA,NO IDEA,True,18249.873638153076,
2026-01-30T14:38:36.123451,gemini-2.5-pro,v2_simple,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,6590.553045272827,
2026-01-30T14:38:43.541255,gemini-2.5-pro,v2_simple,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,6868.750810623169,
2026-01-30T14:38:57.289006,gemini-2.5-pro,v2_simple,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 pm",False,13198.386669158936,
